"uid","idx","note"
 "LA172","1","Niece to Lady Lovell (nee Roper) founder of Carmelites, Antwerp , who lived with her grandmother, Lady Cross, in Flanders. She spoke Flemish. Had been engaged to a gentleman of quality by the affair ended when he quarrelled with her grandmother. Her decision to become a nun was a difficult one and continued to be difficult for her after profession, though she persevered (I ann, under year 1634)."
 "LA158","1","Her father John Kempe of Pentlow's wife Lucy, was sister of Sir Robert Brook, brother of Alice BB027 and Susan Brook LA041. "
 "LA173","1","Lived for 8 years as a servant with the Countess of Rutland, a Catholic."
 "AC065","1","Before entering Carmelites spent time with the Benedictines Cambrai and Ursulines in Antwerp. (Hall. p119)"
 "AC081","1","left Antwerp to go to a Carmel at Douai."
 "AC085","1","This sister joined as an oblate and did not take vows. Hallett p129"
 "AC087","1","Invited to enter as a choir nun but decided to enter as a lay sister. Hallett p109"
 "AC093","1","Mary of Jesus' father was brother to Lioba Morgan of Augustinians: see Hamilton V II p4"
 "AC098","1","Her mother was a convert. Hallett 94."
 "AC100","1","described as a convert Hallett 89"
 "AC112","1","Another sister was a Poor Clare in Portugal (Hallett 127).
Father's status given as 'Esq'"
 "AC132","1","Spent some time in Carmel in Cracow where she was sub-Prioress."
 "LA179","1","She cared for Sister Cornelia Farmer."
 "LA192","1","She cared for Father Fen in his old age."
 "LA209","1","Her nephew, James Radcliffe, 3rd earl of Derwentwater, was executed following the 1715 Jacobite rebellion."
 "LA209","2","Her sister-in-law was Mary Tudor, daughter of Charles II and sister of King James II.

Parents in Foster Visitation Pedigrees, pp98-9"
 "LA208","1","Her nephew, James Radcliffe, 3rd earl of Derwentwater, was executed following the 1715 Jacobite rebellion."
 "LA208","2","Her sister-in-law was Mary Tudor, daughter of Charles II and sister of King James II.

Parents in Parents in Foster Visitation Pedigrees, pp98-9"
 "LA188","1","Mother Protestant and cousin to the lay martyr Swithin Wells."
 "LA034","1","She was fetched from St Ursula's to St Monica's with special permission from the archbishop by Sister Catherine Noe."
 "LA191","1","She fetched Sister Frances Blase from St U to join the convent."
 "LA191","2","She cared for the sick."
 "LA199","1","Died during her noviceship."
 "LA233","1","Her grandfather had been lord mayor of London."
 "LA235","1","A boarder, died whilst a convictress."
 "LA247","1","She had previouslty attempted to enter a Poor Clare convent."
 "LA249","1","Previously served Lady Ann Ingleby and Lady Babthorpe."
 "LC032","1","Father became a Jesuit laybrother after death of his wife."
 "LC031","1","Father became a Jesuit laybrother after the death of his wife.
Mentioned in Hardman (1937), p. 63."
 "LC087","1","connections with slave owning, Hallett 123"
 "AC104","1","slave owning connections Hallett 123"
 "LS008","2","Her grandfather was the lord treasurer of England."
 "LS196","1","Her great-grandfather had been lord treasurer of England."
 "LS197","1","Her great-grandfather had been lord treasurer of England."
 "LA196","2","According to a letter from Elizabeth Southcote of July 13 1622, there had initially been problems with securing Francis Parker's dowry. However, with this sorted, the community desires to recommend her for profession but need a dispensation because she is very sickly and their constitutions forbid them from proceeding in such a manner."
 "LC014","1","Taken on the Somerset portion (see Wyke below). Protestant"
 "LC015","1","Her father followed the King in exile to the Low Countries. She had been a pensioner at Rouen, Couvent de la Visitation"
 "LC017","1","Cousin of Bishop Hornyold.  Also received a legacy from Dr Berington"
 "LC018","1","Hallett Chap 32 204; clothed at the Paris Augustinians, where she had been educated, but decided to leave because she felt that there was too much conversing with the secular world and, more importantly, she could not bear the music so returned to her parents in England. Her uncle, Fr Edmund Bedingfield, visited the family home and suggested convents in Flanders. "
 "LC019","1","Sent to the Augustinian nuns at Paris with her sister, where she was a school pupil. Her vocation to the Lierre Carmelites was due to Fr Edmund Bedingfield, her uncle."
 "LC091","1","Professed in Bruges; to Paris, rue Chapon in 1783; back to Bruges in 1792 and in 1794 to Lierre. "
 "BB179","1","Daughter of Nicholas Tichborne, Sheriff of Hampshire before 1553 and his first wife Juliana Fenrother, daughter of Robert Fenrother of London."
 "LC029","1","She was placed during her youth in a Dutch Convent in Antwerp. She made her profession as a Carmelite in Ypres, stayed 14 years and was then transferred to Lierre. See also De Gelder DSC09256, 9206, 9250, 9253, 9257, 9258, 9261, 9263, 9265, 9275, 9278"
 "BA218","1","Celebrated jubilee in Bruges 1795: III ann 185"
 "LC038","1","A pensioner in the Carmel in her youth (pm)."
 "AC083","1","She had been in England between 1634 and 1640 for medical reasons.
Mentioned in Hardman (1937), p.42."
 "LC043","1","Protestant at birth: converted by her catholic mistress when she was a servant in London pm "
 "LC045","1","Her mother was Mary Mostyn, daughter of Sir Pierce Mostyn 2nd bart, who was the nephew of Margaret and Ursula Mostyn"
 "LC048","1","Cousin of Fr Denitt, Provincial of the Jesuits"
 "AC122","1","Her father first sent her over to the English Benedictines at Ghent, believing that their order and manner of living would best agree with the constitution of her natural tenderness.
Mentioned in Hardman (1937), pp. 39."
 "LC056","1","Aunt of Sister Catherine Giffard.  Portion shared. Hall Chap 34 215-"
 "LC058","1","converse nun, formerly a servant to the Donckers family in Antwerp, DSC09297 kdg "
 "LC062","1","She was obliged to take service and being the eldest of her family she enter'd Lady Petre's service in quality of under chamber maid. She became intimate with the family and joined them in a trip. She got small pox in Antwerp and was left in the Hospital. She was sent to Lierre for a change of air and boarded with a respectful surgean named De Baths, whose wife was English... Lives vol 2 p. 31 "
 "LC063","1","Sent to Paris to be educated by the English Canonesses, then Ursulines; Hallett Chap 31 193-4 Her grandmother Mrs Petre, also her godmother who brought her up on the death of her mother. Went to Paris with her sister to be educated by the Augustinians. From there sent to the Ursulines to perfect her French."
 "LC078","1","Educated by Augustinians in Bruges (pm) "
 "LC007","1","Professed in Flemish convent; sent to France in 1780; moved back to Bruges in 1792 and to the English commnity in 1794.  "
 "LS008","1","...joining first the English Sepulchrines but was not happy and could not learn Latin (...) she went back to England after a year and met there a Carmelite father who taught her to pray mentally and advised her to read good books and after a pilgrimage to Montaigu decided to join the Carmelites"
 "LC082","1","When she was travelling with her father from place to place, she at Sheffield in Yorkshire chanced to meet with a young woman (Miss Marchall) who formaly had been novice at Lier and speaking very advantageously of our community she conceived an earnest desire to become a member of the same... On her way to Lier, she travelled with Joseph Marchall who was joining the Dominicans at Bornem (pm) "
 "LC084","1","Educated by the Canonesses of Bruges; she had many relations in the convent:  Her brother was confessor of the Poor Clares of Gravelines (pm)
No portion, but for good character and perfect Dutch taken into community 1660 benbk cb
"
 "LC092","1","Professed the same time as Mary Somerset.  Her father, Henry Somerset, paid both the portions. Protestant at birth (pm)"
 "BF131","1","Sent to England to assist in setting up a seminary of young gentlewomen for the benefit of the convent at Nieuport. BC p23"
 "LA231","1","A scholar in Louvain before being clothed in Amesbury.Her surname is more usually written as Sherliker,from a known Recusant family in Lancashire:see CRS Occasional Paper 1 (1767 papist returns for the Diocese of Chester), pp. 46 and 47, where the name is spelled 'Shorlicar' (p.46) and 'Shurlicar' (p.47).  They lived at Formby, just north of Liverpool. (MW)"
 "LA207","1","Her mother was cousin to Sisters Bridget and Anne Gifford."
 "LA213","1","She had tried to enter the convent before, but had been deemed unfit."
 "LA273","1","Her father was cousin to Sister Anne Tremaine of the Louvain Augustinians."
 "LA274","1","Her father was cousin to Sister Anne Tremaine of the Louvain Augustinians. Family tree gives her parents as Henry Tremayne and Mary Prideaux and her brother as Richard Tremayne married to Jane/Joan Coffyn."
 "LA269","1","The earl of Portland paid paid for her clothing (CB 4)."
 "LA303","1","Her father was cousin to Sister Penelope Wiseman's father."
 "LA302","1","Her father was cousin to Sister Penelope Wiseman's father."
 "LA304","1","Her father was cousin to the father of Sisters Mary and Bridget Wiseman."
 "LA303","2","Two of her sisters became Brigittines, whilst her mother was imprisoned for her faith."
 "LA302","2","Two of her sisters became Brigittines, whilst her mother was imprisoned for her faith."
 "LA304","2","She had a cataract operation in 1664."
 "LA307","1","Her father had been godson to Sister Grace Babthorpe's husband."
 "GP267","1","Her father was the cousin of Sister Mary Woolascott, an Augustinian at Louvain."
 "LA311","1","She suffered from a stammer and had been a scholar in the convent."
 "LA296","1","Her grandfather Richard Langley was martyred for his faith in 1586."
 "BA065","1","She became melancolic and lived in a house in the garden carefully locked at night. She killed herself by throwing herself down a well in the garden."
 "BA079","1","Ran away to the convent as a child.Arrived at the convent alone and when asked whether she was a Catholic, replied @I must be a Catholic, God will have me and you must hide me from Father and Mother that they may not find me out'.(Annals III p190) The nuns decided to protect her. They sent her to a private school and at the age of 15 she requested to be admitted as a servant.  Remained at Bruges when the rest of the community came to England. Both parents Scottish and her father was a soldier in the English service. Sponsored by Lady Montague when her parents left Flanders: Annals II 124. Negotiated to separate from the community in Brussels in 1799 with an allowance of 20 louis d'or for her maintenance: she lived in a private house. See III ann 171 & 193-4."
 "BA101","1","Her mother was with the Jacobite court in exile, was governess to the future James III and companion to Mary of Modena. Brought to the convent by Lewis Sabrand SJ, Henrietta Maria's chaplain."
 "BA119","2","Skilled at music and tried to simplify plainsong. Pupil at school."
 "BA122","2","Boarder at Bruges school then spent 18 months with French Ursulines as a scholar."
 "BA070","1","Arrived as convictress aged 12 in February 1749 (II ann 111). elected arcaria in 1787. Remained in Bruges to look after sisters remaining behind and the convent's property: was responsible from 1795 till her death. Negotiated with the authorities for the return of the buildings and contents.
"
